L_chrImg_Index,R_chrImg_Index,Shadow_Index,talk_name_Index,CGImg_Index,Talk_Index,soundEff_Index,BGM_Index,ShakingEff_Index,wait_Index,fadeIn_Index,fadeOut_Index,fadeIn_quick_Index,fadeOut_quick_Index,RedFlash_Index,whiteFlash_Index
null,null,0,,004.Date,null,null,01.A_Quiet_Thought,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,왔나보네.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,2,강원진,null,"무죄로 풀려났다니, 다행입니다.",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,다행은 무슨.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,덕분에 풀려난 건데.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,신기하네.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,난 막바지에 당신을 위험에 떨어트리려 했는데.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,2,강원진,null,고의가 아니란 것 쯤은 잘 알고 있습니다.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,2,강원진,null,이제 어떡하실 겁니까.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,이런 지긋지긋한 일은 떼려치려고.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,기자를 해보려고 해.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,나 정도 머리면 상위 1%의 언론사쯤은 아무 것도 아니잖아?,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,2,강원진,null,여전하시군요.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee03,1,이지은,null,비꼬는 건 아닐까 모르겠네.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,2,강원진,null,응원하겠습니다.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,2,강원진,null,"이지은 경위, 아니.",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,2,강원진,null,지은 씨가 가는 길을요.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,"우리 로봇씨도, 잘 지내길 바래.",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,"로봇이 아닌, 사람처럼.",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,2,강원진,null,명심하겠습니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,"그럼, 난 이만 가봐야겠지.",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,우리가 여기서 보는 것도 오늘이 마지막이네.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,"자, 어서 가 봐.",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,1,이지은,null,"박우주와 당신이 어떻게 지내는지, 두고볼테니까.",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Lee02,2,강원진,null,"꼭, 행복하셨으면 좋겠습니다.",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,4.1,0,4,FALSE,FALSE,FALSE,FALSE
