L_chrImg_Index,R_chrImg_Index,Shadow_Index,talk_name_Index,CGImg_Index,Talk_Index,soundEff_Index,BGM_Index,ShakingEff_Index,wait_Index,fadeIn_Index,fadeOut_Index,fadeIn_quick_Index,fadeOut_quick_Index,RedFlash_Index,whiteFlash_Index
gang01,Wish01,0,강원진,City,수고하십니다.,null,03.Blues_Infusion,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Wish01,0,강소원,null,말투는 전혀 그렇지 않은데.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Wish01,0,강원진,null,수고하십시오.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Wish01,0,강소원,null,고작 이 말 하려고 말 건거에요?,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Wish01,0,강소원,null,"뭐야, 귀찮게 구는건 경위나 시위대나 똑같네.",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang01,Wish01,0,강소원,null,예~충성 충성.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
