L_chrImg_Index,R_chrImg_Index,Shadow_Index,talk_name_Index,CGImg_Index,Talk_Index,soundEff_Index,BGM_Index,ShakingEff_Index,wait_Index,fadeIn_Index,fadeOut_Index,fadeIn_quick_Index,fadeOut_quick_Index,RedFlash_Index,whiteFlash_Index
null,null,0,Dr.박,City,……. ,null,null,0,0.1,2,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,있을 수 없어. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,도대체가...있을 수 없는 일이야. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,그 녀석들이 어떻게 날……. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,도대체 왜? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,null,null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,그럴리가 없어. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,사람은 그렇게 쉽게 변모하지 않아. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,…대체……. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,난 도대체 뭘 어떻게 해야 하는 거야. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,06.door,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,???,null,검찰입니다. 박대표님 계십니까. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,다가오지마! ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,문 너머 한 발짝이라도 들어오면 저승길 동무로 세우는 수 있어! ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,검사,null,박대표님. 이건 엄연한 범죄행위입니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,검사,null,공무집행방해로 끝날 일이 아닙니다. 잘 아시지 않습니까. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,함대표! ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,검사,null,"위험하니, 잠시 물러나 계십시오. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,???,null,"괜찮아요, 괜찮아요. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,박대표님은 그런 사람이 아닌 걸 제가 잘 알고 있습니다. ,null,13. Speak Wtih Waltz Dance,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,흥분해서 그래요. 괜찮습니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,"함대표, 자네가 어떻게 그럴 수 있나. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,난 자네와의 관계에서 최선을 다 했네. 근데 어떻게! ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,박대표님. 오해가 있으신 듯 합니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"아, 그 주식 건에 대해서는 유감입니다. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,하지만 박대표님. 저는 엄연히 박대표님의 직원들을 지키기 위해 어쩔 수 없는 선택을 한 거예요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"아시지않습니까. 박대표님이 무너지면 제 식구같은 직원들도 하나같이 무너지고, 그렇게 되면 어떻겠습니까. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"가족을 부양하고 이 힘든 세상을 거쳐나갈 가장들, 어머니, 아버지. 그들이 무너지는 걸 볼 수는 없는 노릇 아닙니까. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,박대표님. 진정하고 제 이야기를 들어주세요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,제가 회사를 인수한 건 피차 모두를 위한 행위였습니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,오해하실 수 있어요. 하지만……. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,헛소리나 알량거릴 거면 그 입 다물게! ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,그 개미새끼와 합작해서 이런 일을 꾸민 걸 내가 모를 줄 아나! ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,아…박대표님. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"그 개미가 누구인지는 모르겠으나, 진정하시고. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,대표님과 제 관계는 세 살짜리 어린 아이도 다 알만큼 돈독한 사이랍니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,그런 제가 어떻게 그런 일을 꾸밀 수 있다는 말입니까. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,"자네, 대체 그 뻔뻔함은 어디서 나오는 건가? ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,"난 자네의 그런 모습을 보고도 자네를 위에서 끌어오고, 밑으로 떨어지지 않도록 최선을 다했네. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,잘 압니다. 잘 알고 있어요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"박대표님은 제 아버지와도 같고, 형제와도 같은 분입니다. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"그러니 제발, 그 총을 내리고 타협해주세요. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"저는 박대표님이 이런 선택을 했다는게, 무척이나도 안타깝답니다. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,……. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,함대표. 하나만 말해주게. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,내 가족은 어떻게 한 건가. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,이 하나만이라도 진실을 말해줄 수 있지 않나. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,박대표님의 식구분들이 사라진 점에 대해서는 매우 유감이라 생각합니다.,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,이 점에 대해서는 대표님을 위해 사람을 써 뒀습니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"빠른 시일 내에 가족분들을 찾으실 수 있을테니, 안심해도 좋아요. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,하나만 약속해주게. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,나도 아네. 자네가 내 직원들을 매수하고 자료까지 빼돌린 걸. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,"하지만, 내 가족들에게만큼은 손대지 말아주게. 내 마지막 부탁이야. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,대체 언제까지 절 몹쓸인간으로 모실 생각인가요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"제가 왜 대표님의 물건에 손을 대고, 가족들에게 손을 대겠습니까. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,전 경영인입니다. 깡패가 아니에요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,대체 그 명예가 언제까지 유지될 것 같나? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,"한순간이야. 자네가 불구덩이에 떨어져서 속죄를 빌어도, 때는 이미 늦을걸세. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,null,null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,null,21.phonebell,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,null,null,null,0,1.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,김비서님. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,연락이 너무 늦으신 거 같습니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,null,null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,오……. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,상당히 안타까운 일이네요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,박대표님이 들으면 얼마나 가슴아파할까. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,null,null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,이 사실을 어떻게 말해야할지……. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,대표님? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,대표님이 가정폭력에 연루되었으리라고는 생각하고 싶지 않아요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,얼마나 두려웠으면 그 먼 곳까지 도망갔을까. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,내가……? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,솔직히 말해보게. 내가 내 가족들을 때릴 위인으로 보이나? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,"제발, 제발! ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,한 번이라도 솔직해질 수 없겠나? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,가족분들이……. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,지방에 있는 여관에 투숙하다가 화재가 났다네요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"정말이지, 가슴이 너무 아프답니다. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,자네에게 경의를 표하네. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,자네가 이겼어. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,"온갖 나쁜 일을 일삼더니, 기어이 행해내는구만. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"아아, 그러시면 안 됩니다. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,박대표님. 남은 여생이라도 타인을 위해 사셔야지요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,부탁입니다. 지금부터라도 옳은 길을 걸어주세요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,모든 걸 잃었네. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,"내 성과도, 내 명예도, 남을 위해 헌신한 내 삶도. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,그리고 가족도. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"진정해요, 제발 진정해요. 전 박대표님이 재기해서 다시금 세상을 놀래켜주셨으면 해요. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,함정임,null,"전 박대표님을 믿어요, 그러니까……. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,그 걸레문 입으로 내미는 말들이 내 심장을 좀먹고 있네. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,이제 그만. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,Dr.박,null,…밑바닥 시궁창까지 내려가 기다리겠네. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
